,Year,Month,State,Location,Food,Species,Illnesses,Hospitalizations,Fatalities
15455,2011,September,New York,Restaurant,"Rice, Fried, Vegetable",Bacillus cereus,3,0.0,0.0
15456,2011,September,New York,Restaurant,Yellowtail Tuna,Scombroid toxin,2,0.0,0.0
15460,2011,September,New York,,Raw Milk,Campylobacter jejuni,13,0.0,0.0
15465,2011,September,Ohio,Catering Service,"Salad, Unspecified",Norovirus genogroup II,100,0.0,0.0
15469,2011,September,Ohio,Private Home/Residence,"Ground Beef, Meatballs","Escherichia coli, Shiga toxin-producing",4,1.0,0.0
15470,2011,September,Ohio,Private Home/Residence,Water,Cryptosporidium parvum,16,1.0,0.0
15472,2011,September,Oregon,School/College/University,"Fish, Tuna",Scombroid toxin,3,0.0,0.0
15475,2011,September,Pennsylvania,Fast Food Restaurant,"Taco, Beef",Bacillus cereus,7,1.0,0.0
15476,2011,September,South Carolina,Religious Facility,"Pork, Bbq",Salmonella enterica; Staphylococcus aureus; Bacillus cereus,68,1.0,0.0
15478,2011,September,Utah,Prison/Jail,Pruno,Clostridium botulinum,8,0.0,0.0
15479,2011,September,Vermont,Restaurant,"Salad Dressing, Unspecified",Salmonella enterica,6,0.0,0.0
15483,2011,September,Washington,Restaurant,Vegetables,Norovirus,6,0.0,0.0
15484,2011,September,Washington,Banquet Facility,Salads,Norovirus,4,0.0,0.0
15485,2011,September,Washington,Restaurant,"Oysters, Raw",Vibrio parahaemolyticus,2,0.0,0.0
15487,2011,September,Wisconsin,Restaurant,"Pork, Carnitas",Salmonella enterica,20,1.0,0.0
15489,2011,October,Arizona,Grocery Store,Fruit Salad,Norovirus genogroup II,3,0.0,0.0
15492,2011,October,California,Fast Food Restaurant,"Cake, Carrot",Norovirus unknown,16,0.0,0.0
15494,2011,October,California,Catering Service,Mixed Fruit,Norovirus unknown,25,0.0,0.0
15495,2011,October,California,Restaurant,"Sauce, Contains Glacial Acetic Acid",Chemical or toxin,8,0.0,0.0
15496,2011,October,Colorado,,Rice,Clostridium perfringens,40,1.0,0.0
15500,2011,October,Connecticut,Restaurant,Octopus,Campylobacter jejuni,3,0.0,0.0
15514,2011,October,Massachusetts,,"Oysters, Raw",Campylobacter other; Vibrio other; Vibrio cholerae,4,1.0,0.0
15516,2011,October,Minnesota,,"Apple Cider, Unpasteurized","Escherichia coli, Shiga toxin-producing; Cryptosporidium parvum",14,0.0,0.0
15517,2011,October,Multistate,Grocery Store; School/College/University,"Romaine Lettuce, Unspecified","Escherichia coli, Shiga toxin-producing",60,35.0,0.0
15518,2011,October,Multistate,Private Home/Residence,Ground Beef,Salmonella enterica,20,8.0,0.0
15519,2011,October,Multistate,Private Home/Residence,Lettuce,"Escherichia coli, Shiga toxin-producing",26,5.0,0.0
15521,2011,October,Multistate,Banquet Facility,"Blue-Veined Cheese, Unpasteurized",Listeria monocytogenes,15,1.0,1.0
15523,2011,October,Nevada,,Alcohol; Water,Norovirus genogroup II,8,0.0,0.0
15524,2011,October,New Hampshire,Restaurant,"Ice Cream, Homemade",Norovirus genogroup II,15,0.0,0.0
15525,2011,October,New Jersey,Private Home/Residence,Mushrooms,Mycotoxins,2,1.0,0.0
15528,2011,October,Ohio,Fast Food Restaurant,Tuna Salad,Histamine,2,0.0,0.0
15529,2011,October,Ohio,,"Apple Cider, Unpasteurized",Cryptosporidium unknown,4,0.0,0.0
15533,2011,October,Oklahoma,Restaurant,Pizza,Norovirus genogroup II,60,0.0,0.0
15534,2011,October,Oregon,Restaurant,Pasta Salad,Norovirus genogroup II,28,0.0,0.0
15542,2011,October,Washington,Restaurant,"Oysters, Raw",Vibrio parahaemolyticus,3,0.0,0.0
15545,2011,October,Washington,Restaurant,Beef,Chemical or toxin,3,0.0,0.0
15549,2011,November,Arizona,Catering Service,Stuffing/Gravy; Mashed Potato/Gravy,Clostridium perfringens,45,0.0,0.0
15556,2011,November,California,Restaurant,Tuna Burger,Scombroid toxin,5,1.0,0.0
15557,2011,November,Connecticut,Private Home/Residence,Ham,Staphylococcus aureus,7,0.0,0.0
15559,2011,November,Georgia,Restaurant; Catering Service,"Turkey, Smoked; Turkey, Bbq; Turkey, Other",Salmonella enterica,54,3.0,0.0
15560,2011,November,Hawaii,Fast Food Restaurant,"Fish, Ahi",Scombroid toxin,2,0.0,0.0
15562,2011,November,Illinois,,"Cake, Black And White, With Filling And Icing",Staphylococcus aureus,6,0.0,0.0
15572,2011,November,Massachusetts,School/College/University,"Sushi, Unspecified",Scombroid toxin,5,0.0,0.0
15574,2011,November,Minnesota,Restaurant,Multiple Foods,Norovirus genogroup II,7,0.0,0.0
15575,2011,November,Minnesota,Banquet Facility,Fruit Salad,Norovirus genogroup II,10,0.0,0.0
15577,2011,November,Minnesota,Restaurant,"Cheese, Unspecified; Lettuce",Norovirus,6,0.0,0.0
15582,2011,November,New York,Restaurant,"Fish, Grouper",Ciguatoxin,3,0.0,0.0
15583,2011,November,New York,Restaurant,"Soup, Clam Chowder",Scombroid toxin,2,0.0,0.0
15586,2011,November,New York,Private Home/Residence,Buffalo Fish,Chemical or toxin,2,2.0,0.0
15589,2011,November,Ohio,Private Home/Residence; Religious Facility,"Turkey, Roasted",Clostridium perfringens,101,0.0,0.0
15593,2011,November,Pennsylvania,Restaurant,"Oysters, Raw",Norovirus genogroup I,9,0.0,0.0
15594,2011,November,South Carolina,Private Home/Residence,"Oysters, Steamed",Vibrio parahaemolyticus,3,0.0,0.0
15598,2011,November,Virginia,Private Home/Residence,"Turkey; Stuffing, Unspecified",Campylobacter unknown,8,1.0,0.0
15603,2011,December,California,Restaurant,"Ham, Other; Turkey, Roasted",Bacillus cereus; Staphylococcus aureus,14,0.0,0.0
15604,2011,December,California,Restaurant,"Ham, Other; Gravy",Staphylococcus aureus; Norovirus unknown,49,0.0,0.0
15609,2011,December,California,Private Home/Residence,"Fish, Roe",Chemical or toxin,4,0.0,0.0
15610,2011,December,California,Restaurant; Private Home/Residence,"Oysters, Raw",Norovirus unknown,17,0.0,0.0
15616,2011,December,Connecticut,Restaurant,Salads,Norovirus genogroup II,4,0.0,0.0
15617,2011,December,Florida,Restaurant,Tuna Burger,Scombroid toxin,2,0.0,0.0
15620,2011,December,Florida,Private Home/Residence,"Fish, Baracuda",Ciguatoxin,7,0.0,0.0
15632,2011,December,Kansas,,Milk,Campylobacter jejuni,18,0.0,0.0
15636,2011,December,Michigan,Catering Service; Grocery Store,Focaccia; Cheese,Norovirus genogroup II,25,0.0,0.0
15641,2011,December,Michigan,Restaurant,"Pizza, Tostada; Sandwich, Submarine","Escherichia coli, Shiga toxin-producing",22,4.0,0.0
15642,2011,December,Minnesota,Restaurant,"Rice, Unspecified",Bacterium,10,0.0,0.0
15644,2011,December,Minnesota,Restaurant,"Sandwich, Ham","Escherichia coli, Enteroaggregative",12,0.0,0.0
15651,2011,December,Multistate,Fast Food Restaurant,Clover Sprouts,"Escherichia coli, Shiga toxin-producing",29,7.0,0.0
15653,2011,December,Nevada,,Ham,Clostridium perfringens,21,0.0,0.0
15658,2011,December,New York,Restaurant,"Steak, Prime Rib",Clostridium perfringens,17,0.0,0.0
15662,2011,December,New York,Fast Food Restaurant,Roast Beef; Lettuce,Salmonella enterica,5,5.0,0.0
15668,2011,December,Ohio,Restaurant,"Sandwich, Submarine",Norovirus genogroup I,11,0.0,0.0
15675,2011,December,Ohio,Private Home/Residence,"Turkey, Roasted",Clostridium perfringens,10,0.0,0.0
15678,2011,December,Oregon,Restaurant,Menu Items W/ Lettuce,Norovirus genogroup II,9,0.0,0.0
15690,2011,December,Wisconsin,Nursing Home/Assisted Living Facility,"Fruit Punch, Unspecified",Norovirus genogroup II,14,1.0,0.0
15702,2012,January,California,Restaurant,Lettuce Based Salads,Norovirus genogroup II,21,1.0,0.0
15707,2012,January,California,,"Soup, Broccoli And Cheese",Clostridium botulinum,2,2.0,0.0
15708,2012,January,California,,Milk,Campylobacter jejuni,33,2.0,0.0
15710,2012,January,Colorado,Nursing Home/Assisted Living Facility,Mechanical Soft Diet,Norovirus unknown,35,0.0,0.0
15714,2012,January,Florida,Restaurant,"Fish, Ahi",Scombroid toxin,2,0.0,0.0
15715,2012,January,Florida,Restaurant,"Ethnic Style, Buffet",Salmonella enterica,4,1.0,0.0
15717,2012,January,Florida,Catering Service,"Sandwich, Turkey",Norovirus genogroup II,17,0.0,0.0
15719,2012,January,Florida,Restaurant,"Beans, Unspecified",Salmonella unknown,2,0.0,0.0
15724,2012,January,Illinois,Restaurant,Coleslaw; Green Beans; Vegetables,Norovirus genogroup II,196,2.0,0.0
15730,2012,January,Maryland,Restaurant,"Pie, Merengue",Salmonella enterica,8,7.0,0.0
15731,2012,January,Maryland,,"Milk, 1% Milk Pasteurized",Chemical or toxin,6,0.0,0.0
15740,2012,January,Minnesota,Restaurant,Swiss Meringue Butter Cream,Salmonella enterica,7,0.0,0.0
15742,2012,January,Multistate,Fast Food Restaurant; Restaurant; School/College/University,Tuna Sushi,Salmonella enterica; Salmonella enterica,425,55.0,0.0
15744,2012,January,Multistate,,"Milk, Whole Milk Unpasteurized",Campylobacter jejuni,148,9.0,0.0
15753,2012,January,New York,Fast Food Restaurant,"Rice, Fried Rice",Staphylococcus aureus,4,0.0,0.0
15756,2012,January,New York,,"Milk, Whole Milk Unpasteurized",Campylobacter jejuni,6,2.0,0.0
15764,2012,January,Ohio,Catering Service,Fruit Salad,Norovirus genogroup II,6,0.0,0.0
15765,2012,January,Oregon,Private Home/Residence; Catering Service,Fresh Bread,Norovirus genogroup II,20,0.0,0.0
15767,2012,January,Pennsylvania,Private Home/Residence,"Pork, Chops",Yersinia enterocolitica,2,0.0,0.0
15768,2012,January,Pennsylvania,,"Milk, Whole Milk Unpasteurized",Campylobacter other,2,0.0,0.0
15770,2012,January,South Carolina,Private Home/Residence,Macaroni And Cheese,Salmonella enterica,23,4.0,0.0
15771,2012,January,South Dakota,Private Home/Residence,Taco Or Nacho Salad,Clostridium perfringens,74,0.0,0.0
15776,2012,January,Virginia,Restaurant,Coleslaw,Norovirus genogroup II,7,0.0,0.0
15780,2012,January,Virginia,Restaurant,Pork,Trichinella unknown,2,2.0,0.0
15792,2012,February,California,Restaurant,"Pastry, Unspecified",Norovirus unknown,9,0.0,0.0
15796,2012,February,California,Restaurant,"Fish, Mahi Mahi",Scombroid toxin,2,0.0,0.0
15799,2012,February,Colorado,Restaurant,Liver,Campylobacter jejuni,3,1.0,0.0
15802,2012,February,Florida,Restaurant,"Potato, Baked",Norovirus unknown,2,0.0,0.0
15803,2012,February,Florida,Restaurant,"Salad, Unspecified",Norovirus unknown,4,1.0,0.0
15804,2012,February,Florida,Fair/Festival,Chicken,Salmonella enterica,8,3.0,0.0
15820,2012,February,Minnesota,Restaurant,"Garlic Toast; Salad, Unspecified; Fish, Haddock",Norovirus genogroup II,8,1.0,0.0
15821,2012,February,Multistate,,Cucumber,Salmonella enterica,49,14.0,0.0
15823,2012,February,New Hampshire,Banquet Facility,Dips,Norovirus genogroup II,29,0.0,0.0
15826,2012,February,New York,Restaurant,Tuna Burger,Scombroid toxin,2,0.0,0.0
15827,2012,February,New York,Restaurant,"Antipasto; Salad, Unspecified; Ice; Water; Pizza, Unspecified",Norovirus genogroup II,103,2.0,0.0
15830,2012,February,North Carolina,,"Tempeh, Unpasteurized",Salmonella enterica,89,8.0,0.0
15834,2012,February,Ohio,Catering Service,Spanish Piquillo Peppers With Goat Cheese,Norovirus genogroup II,42,0.0,0.0
15838,2012,February,Ohio,Restaurant,Ice,Norovirus genogroup II,29,1.0,0.0
15842,2012,February,Puerto Rico,Restaurant,"Fish, Marlin",Histamine,5,0.0,0.0
15844,2012,February,Rhode Island,Restaurant,House Salad,Norovirus unknown,7,0.0,0.0
15854,2012,February,Virginia,School/College/University,Fruit Salad,Norovirus,20,0.0,0.0
15856,2012,February,Washington,Private Home/Residence,"Crab, Raw",Vibrio other,3,1.0,0.0
15858,2012,February,Wisconsin,Private Home/Residence,"Cake, Ice Cream",Norovirus genogroup II,9,0.0,0.0
15867,2012,March,Arizona,Catering Service,"Beef, Bbq",Clostridium perfringens,66,1.0,0.0
15869,2012,March,California,,"Chicken, Other",Campylobacter jejuni,11,0.0,0.0
15876,2012,March,Florida,Restaurant,Noodles,Norovirus genogroup II,2,2.0,0.0
15881,2012,March,Illinois,Restaurant,"Salmon, Unspecified",Scombroid toxin,2,0.0,0.0
15887,2012,March,Massachusetts,Restaurant,"Sandwich, Chicken Salad; Grilled Chicken Salad",Salmonella enterica,23,4.0,0.0
15890,2012,March,Michigan,Religious Facility,Pork And Sauerkraut,Clostridium perfringens,200,0.0,0.0
15895,2012,March,Minnesota,Restaurant,"Lettuce, Unspecified",Norovirus other,9,0.0,0.0
15896,2012,March,Minnesota,Private Home/Residence; Banquet Facility; Catering Service,Pasta,Streptococcus group A,18,0.0,0.0
15898,2012,March,Missouri,Private Home/Residence,"Milk, Whole Milk Unpasteurized; Ground Beef","Escherichia coli, Shiga toxin-producing",19,5.0,0.0
15899,2012,March,Multistate,Grocery Store,Ricotta Salata Cheese,Listeria monocytogenes,23,21.0,5.0
15904,2012,March,New York,Private Home/Residence,Fermented Tofu,Clostridium botulinum,2,2.0,0.0
15914,2012,March,Ohio,Restaurant,Turkey Wrap; Walnut Mandarin Chicken Salad,Norovirus genogroup II,5,1.0,0.0
15919,2012,March,Pennsylvania,Restaurant,Leaf Lettuce,Bacillus cereus,14,0.0,0.0
15921,2012,March,Puerto Rico,Private Home/Residence,"Fish, Hogfish",Ciguatoxin,2,0.0,0.0
15925,2012,March,Utah,,Cheese Curds,Campylobacter jejuni,2,0.0,0.0
15926,2012,March,Virginia,Fast Food Restaurant,"Sandwich, Submarine; Italian Sub",Norovirus,14,0.0,0.0
15927,2012,March,Washington,Restaurant,Tuna Steak,Histamine,2,0.0,0.0
15937,2012,April,California,Restaurant,Vegetable-Based Salads Unspecified,"Escherichia coli, Shiga toxin-producing",12,1.0,0.0
15939,2012,April,Colorado,Catering Service,"Gravy, Beef",Clostridium perfringens,37,0.0,0.0
15942,2012,April,Florida,Restaurant,"Turkey Subs, Hook & Ladder Sub",Norovirus,6,0.0,0.0
15948,2012,April,Illinois,Private Home/Residence; Catering Service,"Coleslaw; Beans, Baked",Norovirus genogroup II,35,3.0,0.0
15954,2012,April,Louisiana,,Ground Beef; Lettuce; Sprouts,"Escherichia coli, Shiga toxin-producing",5,3.0,1.0
15956,2012,April,Maryland,Fast Food Restaurant,"Salad, Unspecified",Norovirus genogroup II,7,0.0,0.0
15957,2012,April,Maryland,Restaurant,Crab Cakes,Salmonella enterica,4,0.0,0.0
15958,2012,April,Maryland,Restaurant,"Pate, Chicken Liver",Campylobacter jejuni,11,2.0,0.0
15965,2012,April,Michigan,Prison/Jail,"Cheese/Rice; Beans, Unspecified; Taco Meat",Clostridium perfringens,108,0.0,0.0
15966,2012,April,Minnesota,Restaurant,Ham; Meatballs,Sapovirus,22,1.0,0.0
15968,2012,April,Minnesota,Restaurant,Hollandaise Sauce,Salmonella enterica,4,0.0,0.0
15973,2012,April,New York,,"Fish, Tuna",Scombroid toxin,3,0.0,0.0
15975,2012,April,New York,Restaurant,Lettuce Based Salads,Norovirus genogroup I,26,0.0,0.0
15979,2012,April,Ohio,Catering Service,Mesclun Mix And Spinach,Norovirus genogroup I,29,0.0,0.0
15981,2012,April,Ohio,Catering Service,"Chicken, Marsala",Clostridium perfringens,20,0.0,0.0
15983,2012,April,Ohio,Fast Food Restaurant,Buffalo Chicken Salad,Norovirus genogroup II,6,0.0,0.0
15984,2012,April,Ohio,Fast Food Restaurant,"Pizza, Unspecified",Norovirus genogroup II,5,0.0,0.0
15985,2012,April,Oregon,,Milk,"Escherichia coli, Shiga toxin-producing",16,4.0,0.0
15988,2012,April,Puerto Rico,Private Home/Residence,"Fish, Jack",Ciguatoxin,2,0.0,0.0
15995,2012,April,Washington,Restaurant,Chicken And Rice,Bacterium,2,0.0,0.0
15997,2012,April,Wisconsin,Restaurant,Refried Beans And Rice,Clostridium perfringens,7,0.0,0.0
16010,2012,May,California,Private Home/Residence,"Fajita, Chicken",Salmonella enterica,38,1.0,0.0
16013,2012,May,Connecticut,Nursing Home/Assisted Living Facility,Eggs,Salmonella enterica,20,3.0,1.0
16015,2012,May,Florida,Restaurant,"Romaine Lettuce, Unspecified",Norovirus,5,0.0,0.0
16016,2012,May,Florida,Banquet Facility,Buffet,Norovirus genogroup II,60,0.0,0.0
16018,2012,May,Florida,Catering Service,"Pork, Bbq",Clostridium perfringens,11,0.0,0.0
16020,2012,May,Hawaii,Fast Food Restaurant,"Sandwich, Turkey; Sandwich, Ham",Norovirus genogroup II,6,0.0,0.0
16033,2012,May,Minnesota,,"Milk, Whole Milk Unpasteurized",Campylobacter jejuni,7,0.0,0.0
16035,2012,May,Multistate,Restaurant; Restaurant; Private Home/Residence; Banquet Facility,Oysters; Clams,Vibrio parahaemolyticus,28,2.0,0.0
16036,2012,May,New Jersey,Private Home/Residence,Mushrooms,Mycotoxins,3,3.0,0.0
16037,2012,May,New Jersey,Restaurant,"Tuna, Unspecified",Scombroid toxin,2,0.0,0.0
16039,2012,May,New York,Private Home/Residence; Religious Facility,"Rice, Sticky",Staphylococcus aureus; Bacillus cereus,56,5.0,0.0
16040,2012,May,New York,,Mixed Fruit,Salmonella enterica,7,5.0,0.0
16048,2012,May,Ohio,Religious Facility,"Beef, Brisket; Soup, Vegetable-Based",Clostridium perfringens,70,0.0,0.0
16049,2012,May,Ohio,Private Home/Residence,"Ground Beef, Hamburger; Tea; Dessert, Strawberry",Campylobacter jejuni,15,1.0,0.0
16055,2012,May,South Carolina,Restaurant,"Rice, White",Bacillus cereus,10,0.0,0.0
16056,2012,May,South Carolina,Catering Service,"Pork, Bbq",Clostridium perfringens,17,0.0,0.0
16058,2012,May,Tennessee,,"Pork, Bbq",Salmonella enterica,16,5.0,0.0
16064,2012,May,Wisconsin,Private Home/Residence,"Beef, Laab Raw; Beef, Intestine Soup With Vegetables; Beef, Laab Cooked",Salmonella enterica; Campylobacter jejuni,21,5.0,0.0
16069,2012,June,California,Restaurant,"Oysters, Raw",Vibrio parahaemolyticus,5,0.0,0.0
16074,2012,June,California,Private Home/Residence,"Pork, Roasted",Salmonella enterica; Salmonella enterica; Salmonella enterica,23,2.0,0.0
16085,2012,June,Illinois,Private Home/Residence,Chicken; Lettuce Based Salads,Salmonella enterica,8,2.0,0.0
16086,2012,June,Iowa,Private Home/Residence,"Pork, Carnitas",Salmonella enterica,17,5.0,0.0
16087,2012,June,Iowa,,"Milk, Whole Milk Unpasteurized",Campylobacter unknown,5,0.0,0.0
16093,2012,June,Michigan,Private Home/Residence,"Meat/Pasta Sauce, Home Canned",Clostridium botulinum,2,2.0,0.0
16096,2012,June,Multistate,Restaurant,"Chicken, Liver",Campylobacter jejuni,6,1.0,0.0
16098,2012,June,Multistate,Private Home/Residence,Peanut Butter,Salmonella enterica,42,10.0,0.0
16099,2012,June,Multistate,Private Home/Residence,Chicken,Salmonella enterica,134,33.0,0.0
16103,2012,June,New Jersey,,"Cake, Unspecified",Norovirus,62,1.0,0.0
16104,2012,June,New York,Restaurant,"Rice, Fried Rice",Norovirus genogroup I,15,0.0,0.0
16107,2012,June,New York,Restaurant,"Fish, Tuna, Spicy Roll",Scombroid toxin,2,0.0,0.0
16112,2012,June,Oregon,Private Home/Residence,Home Canned Beets,Clostridium botulinum,3,3.0,1.0
16114,2012,June,Pennsylvania,,"Sushi, Unspecified; Chicken, Other",Salmonella enterica,2,0.0,0.0
16116,2012,June,Pennsylvania,Restaurant; Catering Service,"Tomato, Unspecified",Salmonella enterica,102,36.0,0.0
16118,2012,June,Pennsylvania,Restaurant,"Duck, Other",Campylobacter,4,0.0,0.0
16121,2012,June,Puerto Rico,Private Home/Residence,"Fish, Mackeral",Ciguatoxin,2,2.0,0.0
16122,2012,June,Puerto Rico,Private Home/Residence,Cake,Staphylococcus aureus,6,1.0,0.0
16123,2012,June,Rhode Island,,Tuna Steak,Scombroid toxin,4,0.0,0.0
16125,2012,June,Tennessee,Fast Food Restaurant,"Salad, Unspecified",Campylobacter unknown,15,0.0,0.0
16126,2012,June,Tennessee,Restaurant,Eggs,Salmonella enterica,12,1.0,0.0
16130,2012,June,Washington,Restaurant,Duck,Chemical or toxin,3,0.0,0.0
16135,2012,July,Arizona,Prison/Jail,Alcohol,Clostridium botulinum,4,4.0,0.0
16136,2012,July,California,Restaurant,"Fish, Tuna, Spicy Roll",Scombroid toxin,5,0.0,0.0
16137,2012,July,California,Fast Food Restaurant,Pinto Beans,Salmonella enterica,13,0.0,0.0
16139,2012,July,Colorado,Catering Service,"Turkey, Smoked",Staphylococcus aureus,60,2.0,0.0
16141,2012,July,Colorado,Restaurant,"Oysters, Raw",Vibrio parahaemolyticus,4,0.0,0.0
16142,2012,July,Colorado,Private Home/Residence,Raw Milk,"Escherichia coli, Shiga toxin-producing",2,0.0,0.0
16143,2012,July,Florida,Private Home/Residence,Oysters,Vibrio parahaemolyticus,3,1.0,0.0
16152,2012,July,Massachusetts,Restaurant,"Oysters, Raw",Vibrio parahaemolyticus,2,2.0,0.0
16154,2012,July,Minnesota,Restaurant,Eggs,Salmonella enterica,2,0.0,0.0
16158,2012,July,Multistate,Private Home/Residence,Cantaloupe,Salmonella enterica; Salmonella enterica,261,94.0,3.0
16160,2012,July,Multistate,Private Home/Residence,Cantaloupe,Salmonella enterica,24,5.0,0.0
16161,2012,July,Multistate,Private Home/Residence,Sprouts,Salmonella enterica,19,0.0,0.0
